"docketId","docketType","lastModifiedDate","agencyId","title","objectId"
"EPA-HQ-RCRA-1995-0054","Rulemaking","2022-03-24T18:27:15Z","EPA","LAND DISPOSAL RESTRICTIONS - PHASE IV: ISSUES ASSOCIATED WITH CLEAN WATER ACT TREATMENT EQUIVALENCY, AND TREATMENT STANDARDS FOR WOOD PRESERVING WASTES AND TOXICITY CHARACTERISTIC METAL WASTES, PROPOSED RULE, CORRECTION","0b000064800da350"
"EPA-HQ-RCRA-1995-0055","Rulemaking","2022-03-24T18:27:16Z","EPA","LAND DISPOSAL RESTRICTIONS - PHASE IV: ISSUES ASSOCIATED WITH CLEAN WATER ACT TREATMENT EQUIVALENCY, AND TREATMENT STANDARDS FOR WOOD PRESERVING WASTES AND TOXICITY CHARACTERISTIC METAL WASTES, PROPOSED RULE, (EPA/530-Z-95-011)","0b000064800da365"
"EPA-HQ-RCRA-1996-0020","Nonrulemaking","2022-03-24T18:27:18Z","EPA","NOTICE OF DATA AVAILABILITY AND EXTENSION OF COMMENT PERIOD ON ENVIRONMENTAL RELEASE DESCRIPTIONS SUPPORTING THE HAZARDOUS CHARACTERISTICS SCOPING STUDY","0b000064800da55f"
"EPA-HQ-RCRA-1996-0021","Nonrulemaking","2022-03-24T18:27:19Z","EPA","AMENDMENT TO EXECUTIVE ORDER NUMBER 12873, FEDERAL ACQUISITION, RECYCLING, AND WASTE PREVENTION (EXECUTIVE ORDER NUMBER 12995)","0b000064800da574"
"EPA-HQ-RCRA-1996-0022","Nonrulemaking","2022-03-24T18:27:20Z","EPA","AGENCY INFORMATION COLLECTION ACTIVITIES FOR BOILERS AND INDUSTRIAL FURNACES","0b000064800da589"
"EPA-HQ-RCRA-1996-0023","Nonrulemaking","2022-03-24T18:27:21Z","EPA","INFORMATION COLLECTION REQUEST FOR SOLID WASTE DISPOSAL FACILITY CRITERIA (RENEWAL)","0b000064800da5cc"
"EPA-HQ-RCRA-1996-0024","Rulemaking","2022-03-24T18:27:22Z","EPA","FINANCIAL ASSURANCE MECHANISMS; CORPORATE OWNERS AND OPERATORS OF MUNICIPAL SOLID WASTE LANDFILL FACILITIES AND HAZARDOUS WASTE TREATMENT, STORAGE, AND DISPOSAL FACILITIES; NOTICE OF DATA AVAILABILITY","0b000064800da5df"
"EPA-HQ-RCRA-1996-0025","Nonrulemaking","2022-03-24T18:27:23Z","EPA","AGENCY INFORMATION COLLECTION ACTIVITIES UP FOR RENEWAL; GENERAL HAZARDOUS WASTE FACILITY STANDARDS; AND HAZARDOUS WASTE SPECIFIC UNIT REQUIREMENTS, AND SPECIAL WASTE PROCESSES AND TYPES","0b000064800da616"
"EPA-HQ-RCRA-1996-0026","Nonrulemaking","2022-03-24T18:27:24Z","EPA","Agency Information Collection Activities; Proposed Collection; Comment Request; Information Collection Request Number 801: Requirements for Generators, Transporters, and Waste Management Facilities Under the RCRA Hazardous Waste Manifest System; Notice","0b000064800da638"
"EPA-HQ-RCRA-1996-0015","Rulemaking","2022-03-24T18:27:25Z","EPA","HAZARDOUS WASTE MANAGEMENT SYSTEM; IDENTIFICATION AND LISTING OF HAZARDOUS WASTE; PUBLIC NOTICE OF EXTENSION OF DELISTING DELEGATION TO REGIONS","0b000064800da650"
"EPA-HQ-RCRA-1996-0016","Nonrulemaking","2022-03-24T18:27:27Z","EPA","CONTINUING EMISSIONS MONITORING SYSTEMS (CEMS) DEMONSTRATION ANNOUNCEMENT, NOTICE OF REQUEST FOR PROPOSALS","0b000064800da660"
"EPA-HQ-RCRA-1996-0017","Rulemaking","2022-03-24T18:27:28Z","EPA","CONTINUING EMISSIONS MONITORING SYSTEMS (CEMS) DEMONSTRATION ANNOUNCEMENT, NOTICE OF REQUEST FOR PROPOSALS, CORRECTION","0b000064800da66e"
"EPA-HQ-RCRA-1996-0018","Nonrulemaking","2022-03-24T18:27:29Z","EPA","NOTICE OF DATA AVAILABILITY ON THE HAZARDOUS WASTE CHARACTERISTICS SCOPING STUDY","0b000064800da685"
"EPA-HQ-RCRA-1996-0019","Nonrulemaking","2022-03-24T18:27:30Z","EPA","NOTICE OF DATA AVAILABILITY AND PUBLIC MEETING ON ENVIRONMENTAL RELEASE DESCRIPTIONS SUPPORTING THE HAZARDOUS WASTE CHARACTERISTICS SCOPING STUDY","0b000064800da69d"
"EPA-HQ-RCRA-1995-0047","Nonrulemaking","2022-03-24T18:27:31Z","EPA","ASH FROM MUNICIPAL SOLID WASTE COMBUSTION; NOTICE OF AVAILABILITY OF GUIDANCE DOCUMENT, (SAMPLING AND ANALYSIS OF MUNICIPAL WASTE COMBUSTION ASH FOR THE TOXICITY CHARACTERISTIC))","0b000064800da6cd"
"EPA-HQ-RCRA-1996-0027","Nonrulemaking","2022-03-24T18:27:33Z","EPA","DEFINITION OF SOLID WASTE AND HAZARDOUS WASTE RECYCLING; NOTICE OF PUBLIC MEETING","0b000064800da6ec"
"EPA-HQ-RCRA-1996-0028","Rulemaking","2022-03-24T18:27:34Z","EPA","IMPORTS AND EXPORTS OF HAZARDOUS WASTE; IMPLEMENTATION OF OECD COUNCIL DECISION, FINAL RULE, (EPA/530-Z-94-012)","0b000064800da713"
"EPA-HQ-RCRA-1995-0048","Nonrulemaking","2022-03-24T18:27:35Z","EPA","ORES AND MINERALS; ADDITIONAL DATA AVAILABLE ON WASTES FROM EXTRACTION AND BENEFICIATION","0b000064800da7b4"
"EPA-HQ-RCRA-1996-0029","Rulemaking","2022-03-24T18:27:36Z","EPA","INDIANA; FINAL FULL PROGRAM DETERMINATION OF ADEQUACY OF STATE MUNICIPAL SOLID WASTE LANDFILL PERMIT PROGRAM","0b000064800da7de"
"EPA-HQ-RCRA-1995-0049","Rulemaking","2022-03-24T18:27:37Z","EPA","CRITERIA FOR CLASSIFICATION OF SOLID WASTE DISPOSAL FACILITIES AND PRACTICES; IDENTIFICATION AND LISTING OF HAZARDOUS WASTE; REQUIREMENTS FOR AUTHORIZATION OF STATE HAZARD WASTE PROGRAMS; (CONDITIONALLY EXEMPT SMALL QUANTITY GENERATORS - CESQG); PROPOSED,","0b000064800da950"
"EPA-HQ-RCRA-1996-0030","Nonrulemaking","2022-03-24T18:27:38Z","EPA","FORMATION AND OPEN MEETING OF THE INDUSTRIAL NON-HAZARDOUS WASTE STAKEHOLDERS FOCUS GROUP","0b000064800da9ee"
"EPA-HQ-RCRA-1996-0040","Rulemaking","2022-03-24T18:27:39Z","EPA","MILITARY MUNITIONS RULE; HAZARDOUS WASTE IDENTIFICATION AND MANAGEMENT; EXPLOSIVES EMERGENCIES; REDEFINITION OF ON-SITE; PROPOSED RULE, EXTENSION OF COMMENT PERIOD","0b000064800daa4c"
"EPA-HQ-RCRA-1996-0041","Rulemaking","2022-03-24T18:27:40Z","EPA","SOLID WASTE PROGRAMS; MANAGEMENT GUIDELINES FOR BEVERAGE CONTAINERS AND RESOURCE RECOVERY FACILITIES GUIDELINES; REMOVAL OF OBSOLETE GUIDELINES; DIRECT FINAL RULE","0b000064800daa63"
"EPA-HQ-RCRA-1996-0042","Rulemaking","2022-03-24T18:27:41Z","EPA","SOLID WASTE PROGRAMS; MANAGEMENT GUIDELINES FOR BEVERAGE CONTAINERS AND RESOURCE RECOVERY FACILITIES GUIDELINES; REMOVAL OF OBSOLETE GUIDELINES; PROPOSED RULE","0b000064800daa8f"
"EPA-HQ-RCRA-1996-0043","Nonrulemaking","2022-03-24T18:27:43Z","EPA","AGENCY INFORMATION COLLECTION ACTIVITIES; PROPOSED COLLECTION; COMMENT REQUEST; NOTIFICATION OF HAZARDOUS WASTE ACTIVITY UNDER THE RESOURCE CONSERVATION AND RECOVERY ACT (RCRA), PART A HAZARDOUS WASTE PERMIT APPLICATION AND MODIFICATION, AND PART B PERMIT","0b000064800dab27"
"EPA-HQ-RCRA-1996-0044","Rulemaking","2022-03-24T18:27:44Z","EPA","OMB APPROVAL NUMBERS UNDER THE PAPERWORK REDUCTION ACT (FOR CRITERIA FOR CLASSIFICATION OF SOLID WASTE DISPOSAL FACILITIES AND PRACTICES); TECHNICAL AMENDMENT","0b000064800dab72"
"EPA-HQ-RCRA-1996-0045","Rulemaking","2022-03-24T18:27:45Z","EPA","CRITERIA FOR CLASSIFICATION OF SOLID WASTE DISPOSAL FACILITIES AND PRACTICES; IDENTIFICATION AND LISTING OF HAZARDOUS WASTE; REQUIREMENTS FOR AUTHORIZATION OF STATE HAZARD WASTE PROGRAMS; (CONDITIONALLY EXEMPT SMALL QUANTITY GENERATORS - CESQG); FINAL RUL","0b000064800dab8d"
"EPA-HQ-RCRA-1996-0046","Rulemaking","2022-03-24T18:27:46Z","EPA","NEBRASKA; FINAL FULL PROGRAM DETERMINATION OF ADEQUACY OF STATE/TRIBAL MUNICIPAL SOLID WASTE LANDFILL PERMIT PROGRAM","0b000064800dabc1"
"EPA-HQ-RCRA-1996-0047","Nonrulemaking","2022-03-24T18:27:47Z","EPA","AGENCY INFORMATION COLLECTION ACTIVITIES; PROPOSED COLLECTION; COMMENT REQUEST; HAZARDOUS WASTE MANAGEMENT SYSTEM; LAND DISPOSAL RESTRICTIONS ""NO-MIGRATION"" VARIANCES; NOTICE","0b000064800dabe2"
"EPA-HQ-RCRA-1996-0048","Nonrulemaking","2022-03-24T18:27:48Z","EPA","PREPARING NO-MIGRATION PETITIONS FOR MUNICIPAL SOLID WASTE DISPOSAL FACILITIES, DRAFT GUIDANCE DOCUMENT","0b000064800dac00"
"EPA-HQ-RCRA-1996-0049","Nonrulemaking","2022-03-24T18:27:49Z","EPA","EXTENSION OF THE POLICY ON ENFORCEMENT OF RCRA SECTION 3004(J) STORAGE PROHIBITION AT FACILITIES GENERATING MIXED RADIOACTIVE/HAZARDOUS WASTES","0b000064800dac49"
"EPA-HQ-RCRA-1996-0031","Nonrulemaking","2022-03-24T18:27:51Z","EPA","OPEN MEETING OF THE INDUSTRIAL NON-HAZARDOUS WASTE STAKEHOLDERS FOCUS GROUP","0b000064800dad79"
"EPA-HQ-RCRA-1996-0050","Rulemaking","2022-03-24T18:27:52Z","EPA","LAND DISPOSAL RESTRICTIONS - PHASE III: DECHARACTERIZED WASTEWATERS, CARBAMATE WASTES, AND SPENT POTLINERS; FINAL RULE, TECHNICAL CORRECTION","0b000064800dad80"
"EPA-HQ-RCRA-1996-0032","Nonrulemaking","2022-03-24T18:27:53Z","EPA","AGENCY INFORMATION COLLECTION ACTIVITIES UP FOR RENEWAL; HAZARDOUS WASTE INDUSTRY STUDIES INFORMATION COLLECTION REQUEST; NOTICE; REQUEST FOR COMMENTS","0b000064800dad8c"
"EPA-HQ-RCRA-1996-0051","Rulemaking","2022-03-24T18:27:54Z","EPA","EMERGENCY REVISION OF THE LAND DISPOSAL RESTRICTIONS (LDR) PHASE III TREATMENT STANDARDS FOR LISTED HAZARDOUS WASTES FROM CARBAMATE PRODUCTION; IMMEDIATE FINAL RULE","0b000064800dadb0"
"EPA-HQ-RCRA-1996-0033","Rulemaking","2022-03-24T18:27:55Z","EPA","KANSAS; FINAL FULL PROGRAM DETERMINATION OF ADEQUACY OF STATE/TRIBAL MUNICIPAL SOLID WASTE LANDFILL PERMIT PROGRAM","0b000064800dadd6"
"EPA-HQ-RCRA-1996-0034","Rulemaking","2022-03-24T18:27:56Z","EPA","FINANCIAL ASSURANCE MECHANISMS FOR LOCAL GOVERNMENT OWNERS AND OPERATORS OF MUNICIPAL SOLID WASTE LANDFILL FACILITIES, FINAL RULE, (EPA/530-Z-96-008)","0b000064800dadf0"
"EPA-HQ-RCRA-1996-0060","Rulemaking","2022-03-24T18:27:57Z","EPA","LAND DISPOSAL PROGRAM FLEXIBILITY ACT OF 1996 - SURFACE IMPOUNDMENT STUDY","0b000064800dae6e"
"EPA-HQ-RCRA-1996-0052","Rulemaking","2022-03-24T18:27:59Z","EPA","LAND DISPOSAL RESTRICTIONS - PHASE III: DECHARACTERIZED WASTEWATERS, CARBAMATE WASTES, AND SPENT POTLINERS; FINAL RULE, CORRECTION, (EPA/530-Z-96-002A)","0b000064800daeb1"
"EPA-HQ-RCRA-1996-0061","Rulemaking","2022-03-24T18:28:00Z","EPA","PRE-PUBLICATION COPY: RCRA EXPANDED PUBLIC PARTICIPATION; FINAL RULE (40 CFR PARTS 124 AND 270)","0b000064800daec6"
"EPA-HQ-RCRA-1996-0053","Rulemaking","2022-03-24T18:28:01Z","EPA","LAND DISPOSAL RESTRICTIONS PHASE IV PROPOSED RULE - ISSUES ASSOCIATED WITH CLEAN WATER ACT TREATMENT EQUIVALENCY, AND TREATMENT STANDARDS FOR WOOD PRESERVING WASTES AND TOXICITY CHARACTERISTIC METAL WASTES; NOTICE OF DATA AVAILABILITY","0b000064800daeef"
"EPA-HQ-RCRA-1996-0035","Rulemaking","2022-03-24T18:28:02Z","EPA","SOLID WASTE PROGRAMS: REMOVAL OF LEGALLY OBSOLETE GUIDELINES","0b000064800daf3f"
"EPA-HQ-RCRA-1996-0037","Rulemaking","2022-03-24T18:28:04Z","EPA","REQUIREMENTS FOR MANAGEMENT OF HAZARDOUS CONTAMINATED MEDIA (HWIR-MEDIA); PROPOSED RULE; CORRECTION NOTICE AND NOTICE OF AVAILABILITY","0b000064800daf92"
"EPA-HQ-RCRA-1996-0038","Rulemaking","2022-03-24T18:28:06Z","EPA","REQUIREMENTS FOR MANAGEMENT OF HAZARDOUS CONTAMINATED MEDIA (HWIR-MEDIA); PROPOSED RULE, (EPA/530-Z-96-004)","0b000064800dafcb"
"EPA-HQ-RCRA-1996-0062","Nonrulemaking","2022-03-24T18:28:07Z","EPA","PAPER PRODUCTS RECOVERED MATERIALS ADVISORY NOTICE; NOTICE OF AVAILABILITY OF FINAL DOCUMENT, (EPA/530-Z-96-005)","0b000064800db034"
"EPA-HQ-RCRA-1996-0054","Rulemaking","2022-03-24T18:28:09Z","EPA","LAND DISPOSAL RESTRICTIONS - PHASE III: DECHARACTERIZED WASTEWATERS, CARBAMATE WASTES, AND SPENT POTLINERS; FINAL RULE, CORRECTION","0b000064800db065"
"EPA-HQ-RCRA-1996-0055","Rulemaking","2022-03-24T18:28:10Z","EPA","LAND DISPOSAL RESTRICTIONS - PHASE III: DECHARACTERIZED WASTEWATERS, CARBAMATE WASTES, AND SPENT POTLINERS; FINAL RULE, (EPA/530-Z-96-002)","0b000064800db099"
"EPA-HQ-RCRA-1996-0063","Rulemaking","2022-03-24T18:28:11Z","EPA","HAZARDOUS WASTE MANAGEMENT SYSTEM; IDENTIFICATION AND LISTING OF HAZARDOUS WASTE; PETROLEUM REFINING PROCESS WASTES; LAND DISPOSAL RESTRICTIONS FOR NEWLY IDENTIFIED WASTES; AND CERCLA HAZARDOUS WASTE SUBSTANCE DESIGNATION AND REPORTABLE QUANTITIES, PROPOS","0b000064800db0bf"
"EPA-HQ-RCRA-1996-0064","Rulemaking","2022-03-24T18:28:12Z","EPA","HAZARDOUS WASTE MANAGEMENT SYSTEM; IDENTIFICATION AND LISTING OF HAZARDOUS WASTE; PETROLEUM REFINING PROCESS WASTES; LAND DISPOSAL RESTRICTIONS FOR NEWLY IDENTIFIED WASTES; AND CERCLA HAZARDOUS WASTE SUBSTANCE DESIGNATION AND REPORTABLE QUANTITIES, PROPOS","0b000064800db0db"
"EPA-HQ-RCRA-1996-0065","Rulemaking","2022-03-24T18:28:14Z","EPA","RECOVERED MATERIALS ADVISORY NOTICE; CLARIFICATION OF FLOOR TILE, STRUCTURAL FIBERBOARD, AND LAMINATED PAPERBOARD RECOMMENDATIONS; NOTICE","0b000064800db0fb"
"EPA-HQ-RCRA-1996-0066","Nonrulemaking","2022-03-24T18:28:15Z","EPA","NOTICE OF AVAILABILITY OF PERMITS IMPROVEMENT TEAM CONCEPT PAPER ON ENVIRONMENTAL PERMITTING AND TASK FORCE RECOMMENDATIONS; FINAL DRAFT RECOMMENDATIONS","0b000064800db137"
"EPA-HQ-RCRA-1996-0067","Nonrulemaking","2022-03-24T18:28:16Z","EPA","NOTICE OF AVAILABILITY OF PERMITS IMPROVEMENT TEAM CONCEPT PAPER ON ENVIRONMENTAL PERMITTING AND TASK FORCE RECOMMENDATIONS; FINAL DRAFT RECOMMENDATIONS; CORRECTION","0b000064800db209"
"EPA-HQ-RCRA-1996-0068","Rulemaking","2022-03-24T18:28:17Z","EPA","EXTENSION OF COMMENT PERIOD FOR THE NOTICE OF AVAILABILITY AND REQUEST FOR COMMENTS ON THE PERMIT IMPROVEMENT TEAM'S CONCEPT PAPER ON ENVIRONMENTAL PERMITTING AND TASK FORCE RECOMMENDATIONS","0b000064800db21e"
"EPA-HQ-RCRA-1996-0069","Rulemaking","2022-03-24T18:28:18Z","EPA","HAZARDOUS WASTE COMBUSTORS; REVISED STANDARDS; PROPOSED RULE - NOTICE OF DATA AVAILABILITY AND REQUEST FOR COMMENTS","0b000064800db239"
"EPA-HQ-RCRA-1996-0056","Rulemaking","2022-03-24T18:28:19Z","EPA","LAND DISPOSAL RESTRICTIONS - PHASE III: DECHARACTERIZED WASTEWATERS, CARBAMATE WASTES, AND SPENT POTLINERS; PARTIAL WITHDRAWAL AND AMENDMENT OF FINAL RULE","0b000064800db464"
"EPA-HQ-RCRA-1996-0057","Rulemaking","2022-03-24T18:28:21Z","EPA","HAZARDOUS WASTE; LAND DISPOSAL RESTRICTIONS - SUPPLEMENTAL PROPOSAL TO PHASE IV: CLARIFICATION OF BEVILL EXCLUSION FOR MINING WASTES, CHANGES TO THE DEFINITION OF SOLID WASTE FOR MINERAL PROCESSING WASTES, TREATMENT STANDARDS FOR CHARACTERISTIC MINERAL PR","0b000064800db47d"
"EPA-HQ-RCRA-1995-0056","Rulemaking","2022-03-24T18:28:22Z","EPA","RCRA EXPANDED PUBLIC PARTICIPATION AND REVISIONS TO COMBUSTION PERMITTING PROCEDURES; FINAL RULE, (EPA/530-Z-95-012)","0b000064800db64d"
"EPA-HQ-RCRA-1995-0057","Nonrulemaking","2022-03-24T18:28:23Z","EPA","PAPER PRODUCTS RECOVERED MATERIALS ADVISORY NOTICE; NOTICE OF AVAILABILITY AND REQUEST FOR COMMENTS, (EPA/530-Z-95-005)","0b000064800db65f"
"EPA-HQ-RCRA-1996-0039","Rulemaking","2022-03-24T18:28:24Z","EPA","REQUIREMENTS FOR MANAGEMENT OF HAZARDOUS CONTAMINATED MEDIA (HWIR-MEDIA); PROPOSED RULE; EXTENSION OF COMMENT PERIOD","0b000064800db8d9"
"EPA-HQ-RCRA-1996-0070","Rulemaking","2022-03-24T18:28:25Z","EPA","HAZARDOUS WASTE COMBUSTORS; REVISED STANDARDS; PROPOSED RULE, (EPA/530-Z-96-001)","0b000064800db90e"
"EPA-HQ-RCRA-1996-0080","Rulemaking","2022-03-24T18:28:28Z","EPA","HAZARDOUS WASTE; TECHNICAL REVISION FOR THE FEDERAL FACILITIES COMPLIANCE ACT OF 1992 AMENDMENTS; FINAL RULE","0b000064800db9c5"
"EPA-HQ-RCRA-1996-0081","Rulemaking","2022-03-24T18:28:29Z","EPA","LAND DISPOSAL RESTRICTIONS: TREATABILITY VARIANCE FOR CITGO PETROLEUM REFINERY AT LAKE CHARLES, LOUISIANA; FINAL RULE","0b000064800db9d6"
"EPA-HQ-RCRA-1996-0083","Rulemaking","2022-03-24T18:28:32Z","EPA","HAZARDOUS WASTE MANAGEMENT SYSTEM; IDENTIFICATION AND LISTING OF HAZARDOUS WASTE; RECYCLED USED OIL MANAGEMENT STANDARDS; FINAL RULE, NOTICE OF JUDICIAL VACATUR OF ADMINISTRATIVE STAY","0b000064800dbac6"
"EPA-HQ-RCRA-1996-0084","Rulemaking","2022-03-24T18:28:33Z","EPA","UTAH; FINAL DETERMINATION OF PROGRAM ADEQUACY OF STATE/TRIBAL MUNICIPAL SOLID WASTE LANDFILL PERMIT PROGRAM","0b000064800dbaf9"
"EPA-HQ-RCRA-1996-0085","Rulemaking","2022-03-24T18:28:34Z","EPA","HAZARDOUS WASTE MANAGEMENT SYSTEM; IDENTIFICATION AND LISTING OF HAZARDOUS WASTE; HAZARDOUS WASTE IDENTIFICATION RULE (HWIR); PROPOSED RULE, EXTENSION OF COMMENT PERIOD","0b000064800dbb07"
"EPA-HQ-RCRA-1996-0086","Rulemaking","2022-03-24T18:28:36Z","EPA","AVAILABILITY OF DEPARTMENT OF ENERGY PETITION TO EPA FOR A NO-MIGRATION DETERMINATION FOR THE WASTE ISOLATION PILOT PLANT (WIPP) UNDER THE RESOURCE CONSERVATION AND RECOVERY ACT","0b000064800dbb1b"
"EPA-HQ-RCRA-1996-0087","Rulemaking","2022-03-24T18:28:37Z","EPA","TERMINATION OF REVIEW OF DEPARTMENT OF ENERGY PETITION TO EPA FOR A NO-MIGRATION DETERMINATION FOR THE WASTE ISOLATION PILOT PLANT (WIPP) UNDER THE RESOURCE CONSERVATION AND RECOVERY ACT","0b000064800dbb43"
"EPA-HQ-RCRA-1996-0088","Rulemaking","2022-03-24T18:28:38Z","EPA","WISCONSIN: FINAL FULL PROGRAM DETERMINATION OF ADEQUACY OF STATE MUNICIPAL SOLID WASTE LANDFILL PERMIT PROGRAM","0b000064800dbb53"
"EPA-HQ-RCRA-1996-0089","Rulemaking","2022-03-24T18:28:39Z","EPA","WEST VIRGINIA DIVISION OF ENVIRONMENTAL PROTECTION; PARTIAL PROGRAM AGEQUACY DETERMINATION OF STATE MUNICIPAL SOLID WASTE LANDFILL PERMIT PROGRAM","0b000064800dbb62"
"EPA-HQ-RCRA-1996-0058","Rulemaking","2022-03-24T18:28:40Z","EPA","HAZARDOUS WASTE; LAND DISPOSAL RESTRICTIONS - SUPPLEMENTAL PROPOSAL TO PHASE IV: CLARIFICATION OF BEVILL EXCLUSION FOR MINING WASTES, CHANGES TO THE DEFINITION OF SOLID WASTE FOR MINERAL PROCESSING WASTES, TREATMENT STANDARDS FOR CHARACTERISTIC MINERAL PR","0b000064800dbc39"
"EPA-HQ-RCRA-1996-0059","Nonrulemaking","2022-03-24T18:28:41Z","EPA","NOTICE OF AVAILABILITY OF PERMIT IMPROVEMENT TEAM CONCEPT PAPER ON ENVIRONMENTAL PERMITTING AND TASK FORCE RECOMMENDATIONS; FINAL DRAFT","0b000064800dbc4a"
"EPA-HQ-RCRA-1997-0001","Rulemaking","2022-03-24T18:28:43Z","EPA","Hazardous Waste Management System; Carbamate Production, Identification and Listing of Hazardous Waste and CERCLA Hazardous Substance Designation and Reportable Quantities; Final Rule, (EPA/530-Z-97-008)","0b000064800dbced"
"EPA-HQ-RCRA-1997-0002","Nonrulemaking","2022-03-24T18:28:44Z","EPA","Land Disposal Restrictions Phase IV: Second Supplemental Proposal on Treatment Standards for Metal Wastes and Mineral Processing Wastes, Mineral Processing and Bevill Exclusion Issues, and the Use of Hazardous Waste as Fill, Notice of Data Availability","0b000064800dbd02"
"EPA-HQ-RCRA-1997-0003","Rulemaking","2022-03-24T18:28:45Z","EPA","Land Disposal Restrictions Phase IV: Second Supplemental Proposal on Treatment Standards for Metal Wastes and Mineral Processing Wastes, Mineral Processing and Bevill Exclusion Issues, and the Use of Hazardous Waste as Fill, (EPA/530-Z-97-005)","0b000064800dbd19"
"EPA-HQ-RCRA-1995-0079","Nonrulemaking","2022-03-24T18:28:46Z","EPA","AVAILABILITY OF DRAFT DEPARTMENT OF ENERGY PETITION TO GRANT THE WASTE ISOLATION PILOT PLANT (WIPP) A VARIANCE FROM THE LAND DISPOSAL RESTRICTIONS, NOTICE OF AVAILABILITY","0b000064800dbd71"
"EPA-HQ-RCRA-1998-0001","Nonrulemaking","2022-03-24T18:28:47Z","EPA","Agency Information Collection Activities: Submission for OMB Review; Comment Request; 1999 Hazardous Waste Report (Biennial Report); Notice","0b000064800dbdb7"
"EPA-HQ-RCRA-1998-0002","Rulemaking","2022-03-24T18:28:49Z","EPA","Land Disposal Restrictions Phase IV: Final Rule Promulgating Treatment Standards for Metal Wastes and Mineral Processing Wastes; Mineral Processing Secondary Materials and Bevill Exclusion Issues; Treatment Standards for Hazardous Soils","0b000064800dbdcb"
"EPA-HQ-RCRA-1998-0003","Rulemaking","2022-03-24T18:28:50Z","EPA","Land Disposal Restrictions Phase IV: Final Rule Promulgating Treatment Standards for Metal Wastes and Mineral Processing Wastes; Mineral Processing Secondary Materials and Bevill Exclusion Issues; Treatment Standards for Hazardous Soils","0b000064800dbde0"
"EPA-HQ-RCRA-1999-0001","Nonrulemaking","2022-03-24T18:28:51Z","EPA","Agency Information Collection Activities: Submission for OMB Review; Comment Request; Criteria for Classification of Solid Waste Disposal Facilities and Practices (RCRA 257)","0b000064800dbebc"
"EPA-HQ-RCRA-1999-0002","Nonrulemaking","2022-03-24T18:28:52Z","EPA","Agency Information Collection Activities: Submission for OMB Review; Comment Request; Notification of Regulated Waste Activity and RCRA Hazardous Waste Permit Application and Modification, Part A, Notice","0b000064800dbed2"
"EPA-HQ-RCRA-1999-0003","Rulemaking","2022-03-24T18:28:53Z","EPA","Land Disposal Restrictions Phase IV: Treatment Standards for Wood Preserving Wastes, Treatment Standards for Metal Wastes, Zinc Micronutrient Fertilizers, Carbamate Treatment Standards, and K088 Treatment Standards; Final Rule, Technical Correction","0b000064800dbee1"
"EPA-HQ-RCRA-1999-0004","Rulemaking","2022-03-24T18:28:54Z","EPA","Land Disposal Restrictions Phase IV: Final Rule Promulgating Treatment Standards for Metal Wastes and Mineral Processing Wastes; Mineral Processing Secondary Materials and Bevill Exclusion Issues; Treatment Standards for Hazardous Soils","0b000064800dbf07"
"EPA-HQ-RCRA-1999-0006","Nonrulemaking","2022-03-24T18:28:56Z","EPA","RCRA Hazardous Waste Biennial Reporting: Notice of Intent to Privatize Development of Reporting Software; Notice of Public Meeting","0b000064800dbf31"
"EPA-HQ-RCRA-1999-0007","Rulemaking","2022-03-24T18:28:58Z","EPA","Hazardous Waste Management System; Identification and Listing of Hazardous Waste; Chlorinated Aliphatics Production Wastes; Land Disposal Restrictions for Newly Identified Wastes; and CERCLA Hazardous Substance Designation and Reportable Quantities","0b000064800dbf3c"
"EPA-HQ-RCRA-1999-0008","Rulemaking","2022-03-24T18:28:59Z","EPA","Hazardous Waste Management System; Identification and Listing of Hazardous Waste; Chlorinated Aliphatics Production Wastes; Land Disposal Restrictions for Newly Identified Wastes; and CERCLA Hazardous Substance Designation and Reportable Quantities","0b000064800dbf50"
"EPA-HQ-RCRA-1999-0010","Rulemaking","2022-03-24T18:29:01Z","EPA","Hazardous Waste Treatment, Storage, and Disposal Facilities and Hazardous Waste Generators; Organic Air Emission Standards for Tanks, Surface Impoundments, and Containers, Final Rule, Clarification and Technical Amendment","0b000064800dc13d"
"EPA-HQ-RCRA-1997-0004","Rulemaking","2022-03-24T18:29:03Z","EPA","Land Disposal Restrictions Phase IV: Second Supplemental Proposal on Treatment Standards for Metal Wastes and Mineral Processing Wastes, Mineral Processing and Bevill Exclusion Issues, and the Use of Hazardous Waste as Fill, Extension of Comment Period","0b000064800dc2f7"
"EPA-HQ-RCRA-1997-0005","Nonrulemaking","2022-03-24T18:29:05Z","EPA","Recovered Materials Advisory Notice II; Notice of Availability, (530-Z-97-010)","0b000064800dc31a"
"EPA-HQ-RCRA-1997-0006","Rulemaking","2022-03-24T18:29:06Z","EPA","Hazardous Waste Treatment, Storage, and Disposal Facilities and Hazardous Waste Generators; Organic Air Emission Standards for Tanks, Surface Impoundments, and Containers, Final Rule, Clarification and Technical Ame","0b000064800dc33e"
"EPA-HQ-RCRA-1997-0007","Nonrulemaking","2022-03-24T18:29:07Z","EPA","CERCLA 104(c)(9) Capacity Assurance Planning; National Capacity Assessment Report; Notice of Availability of Final Report","0b000064800dc37c"
